Subjective measures,Addiction,Duration,Value
Level of concentration,Addicted,Short,5.11795846470347
Level of concentration,Addicted,Short,3.767536716432212
Level of concentration,Addicted,Short,5.056782991303893
Level of concentration,Addicted,Short,6.474495566615503
Level of concentration,Addicted,Short,5.350064812904477
Level of concentration,Addicted,Short,3.3804256833195563
Level of concentration,Addicted,Short,4.86242094051818
Level of concentration,Addicted,Short,4.708853216101924
Level of concentration,Addicted,Short,5.504576677773044
Level of concentration,Addicted,Short,4.255629353677165
Level of concentration,Addicted,Short,2.4572205668419302
Level of concentration,Addicted,Short,5.882580678291178
Level of concentration,Addicted,Short,6.771096622906324
Level of concentration,Addicted,Short,4.352608404415372
Level of concentration,Addicted,Short,5.152925304495851
Level of concentration,Addicted,Short,4.123285526755086
Level of concentration,Addicted,Short,6.08814023970459
Level of concentration,Addicted,Short,3.6499272550972295
Level of concentration,Addicted,Short,5.829715319788522
Level of concentration,Addicted,Short,5.455098345537186
Level of concentration,Addicted,Short,6.194556364724967
Level of concentration,Addicted,Short,5.112701408785356
Level of concentration,Addicted,Short,4.413464451563767
Level of concentration,Addicted,Short,5.543460477260062
Level of concentration,Addicted,Short,5.24914824101311
Level of concentration,Addicted,Short,2.8879510391629095
Level of concentration,Addicted,Short,5.701294922719283
Level of concentration,Addicted,Short,4.4157298074799405
Level of concentration,Addicted,Short,5.439509981831982
Level of concentration,Addicted,Short,4.009835657163058
Level of concentration,Addicted,Short,2.8639406812127204
Level of concentration,Addicted,Short,2.535298815890874
Level of concentration,Addicted,Short,5.617894880119697
Level of concentration,Addicted,Short,4.538073193721496
Level of concentration,Addicted,Short,4.154196506532618
Level of concentration,Addicted,Short,4.629750819519698
Level of concentration,Addicted,Short,5.031218828968505
Level of concentration,Addicted,Short,4.763559349413394
Level of concentration,Addicted,Short,4.206758565684902
Level of concentration,Addicted,Short,5.572480563405735
Level of concentration,Addicted,Short,3.812622346656056
Level of concentration,Addicted,Short,2.9941657506011357
Level of concentration,Addicted,Short,4.66274472164303
Level of concentration,Addicted,Short,3.9253249795540714
Level of concentration,Addicted,Short,3.4378797561739525
Level of concentration,Addicted,Short,5.163987776123495
Level of concentration,Addicted,Short,4.043162631506316
Level of concentration,Addicted,Short,3.0981635744614593
Level of concentration,Addicted,Short,4.288805512592636
Level of concentration,Addicted,Short,4.172218867960012
Level of concentration,Addicted,Short,4.261121018952545
Level of concentration,Addicted,Short,4.542056538701178
Level of concentration,Addicted,Short,4.622131136822079
Level of concentration,Addicted,Short,6.157136144157253
Level of concentration,Addicted,Short,6.443996249483265
Level of concentration,Addicted,Medium,5.02198117634503
Level of concentration,Addicted,Medium,4.3333820932907425
Level of concentration,Addicted,Medium,4.127910276164956
Level of concentration,Addicted,Medium,2.8580803180313707
Level of concentration,Addicted,Medium,3.309016120061268
Level of concentration,Addicted,Medium,5.563447157180613
Level of concentration,Addicted,Medium,4.519326307902234
Level of concentration,Addicted,Medium,4.821506908710859
Level of concentration,Addicted,Medium,6.22764032008733
Level of concentration,Addicted,Medium,6.182266996710965
Level of concentration,Addicted,Medium,3.5443678183586873
Level of concentration,Addicted,Medium,5.323369067964722
Level of concentration,Addicted,Medium,5.207434475570475
Level of concentration,Addicted,Medium,4.520052890053741
Level of concentration,Addicted,Medium,5.741449362624154
Level of concentration,Addicted,Medium,4.904491711035087
Level of concentration,Addicted,Medium,6.1274821731561
Level of concentration,Addicted,Medium,5.133131892897246
Level of concentration,Addicted,Medium,6.174345544507912
Level of concentration,Addicted,Medium,4.8815078573907185
Level of concentration,Addicted,Medium,4.248197248088127
Level of concentration,Addicted,Medium,4.864277017249854
Level of concentration,Addicted,Medium,5.1424768298675945
Level of concentration,Addicted,Medium,4.703488476182636
Level of concentration,Addicted,Medium,4.9348749153574865
Level of concentration,Addicted,Medium,4.941812756154796
Level of concentration,Addicted,Medium,3.589948645902356
Level of concentration,Addicted,Medium,2.715265782098883
Level of concentration,Addicted,Medium,6.815925102815534
Level of concentration,Addicted,Medium,4.8085555868093595
Level of concentration,Addicted,Medium,4.852585997344413
Level of concentration,Addicted,Medium,4.7935414432448935
Level of concentration,Addicted,Medium,4.587198148884319
Level of concentration,Addicted,Medium,6.0278474068821675
Level of concentration,Addicted,Medium,5.79354498787131
Level of concentration,Addicted,Medium,3.8658136632751186
Level of concentration,Addicted,Medium,3.9597166786159486
Level of concentration,Addicted,Medium,6.032700207542296
Level of concentration,Addicted,Medium,4.688582384178171
Level of concentration,Addicted,Medium,3.661446518502131
Level of concentration,Addicted,Medium,3.1577802645391246
Level of concentration,Addicted,Medium,3.713492945726485
Level of concentration,Addicted,Medium,4.986280022976156
Level of concentration,Addicted,Medium,6.1304885797226305
Level of concentration,Addicted,Medium,5.588676120643693
Level of concentration,Addicted,Medium,5.47864389930691
Level of concentration,Addicted,Medium,5.380571343710163
Level of concentration,Addicted,Medium,4.397898775635182
Level of concentration,Addicted,Medium,4.134651405139737
Level of concentration,Addicted,Medium,3.860655951226651
Level of concentration,Addicted,Medium,6.118276061736397
Level of concentration,Addicted,Medium,2.869606494815729
Level of concentration,Addicted,Medium,6.667243395854566
Level of concentration,Addicted,Medium,5.358613182995174
Level of concentration,Addicted,Medium,8.11225279908843
Level of concentration,Addicted,Medium,4.935743578706856
Level of concentration,Addicted,Medium,5.1531279693695335
Level of concentration,Addicted,Medium,4.778483840026489
Level of concentration,Addicted,Medium,6.088468538555662
Level of concentration,Addicted,Medium,3.7837062303285833
Level of concentration,Addicted,Medium,4.760946015355335
Level of concentration,Addicted,Medium,3.466057015108717
Level of concentration,Addicted,Medium,3.8156574148388773
Level of concentration,Addicted,Medium,5.810875155648797
Level of concentration,Addicted,Medium,4.0974258557389405
Level of concentration,Addicted,Medium,7.129787447964023
Level of concentration,Addicted,Medium,3.855520438785182
Level of concentration,Addicted,Medium,3.572310154593018
Level of concentration,Addicted,Medium,3.732885587904397
Level of concentration,Addicted,Medium,3.9221350416822305
Level of concentration,Addicted,Medium,5.357358689358273
Level of concentration,Addicted,Medium,5.311662648670396
Level of concentration,Addicted,Medium,4.6289172658078215
Level of concentration,Addicted,Medium,4.018859791217174
Level of concentration,Addicted,Medium,5.846548611270335
Level of concentration,Addicted,Medium,4.493990728054801
Level of concentration,Addicted,Medium,4.488631011786069
Level of concentration,Addicted,Medium,4.786955453448191
Level of concentration,Addicted,Medium,5.798605820458938
Level of concentration,Addicted,Medium,3.7363817091422105
Level of concentration,Addicted,Medium,3.098552798048434
Level of concentration,Addicted,Medium,4.082244735256966
Level of concentration,Addicted,Medium,5.490188307151269
Level of concentration,Addicted,Medium,5.072833041916882
Level of concentration,Addicted,Medium,5.3541182631799105
Level of concentration,Addicted,Medium,3.845982460901524
Level of concentration,Addicted,Medium,3.003639878561766
Level of concentration,Addicted,Medium,4.753436011568304
Level of concentration,Addicted,Medium,5.063218410715385
Level of concentration,Addicted,Medium,4.268535927082242
Level of concentration,Addicted,Medium,5.598009710883348
Level of concentration,Addicted,Medium,4.229050885624922
Level of concentration,Addicted,Medium,4.785447442406656
Level of concentration,Addicted,Medium,3.4736630754430755
Level of concentration,Addicted,Medium,5.589713546708365
Level of concentration,Addicted,Medium,4.915214628568764
Level of concentration,Addicted,Medium,4.013262865768776
Level of concentration,Addicted,Medium,4.1297088838636355
Level of concentration,Addicted,Medium,5.599775891829508
Level of concentration,Addicted,Medium,3.9396988160316493
Level of concentration,Addicted,Long,6.1440827314368684
Level of concentration,Addicted,Long,4.907307816796974
Level of concentration,Addicted,Long,1.0977645847785364
Level of concentration,Addicted,Long,2.8544038243752947
Level of concentration,Addicted,Long,4.5415110382633115
Level of concentration,Addicted,Long,4.454831817713422
Level of concentration,Addicted,Long,4.228349179621156
Level of concentration,Addicted,Long,4.086560028601061
Level of concentration,Addicted,Long,3.411413522182197
Level of concentration,Addicted,Long,3.8272633569725105
Level of concentration,Addicted,Long,4.4262431057192835
Level of concentration,Addicted,Long,2.7306767224382815
Level of concentration,Addicted,Long,6.101230713422491
Level of concentration,Addicted,Long,5.122358006005054
Level of concentration,Addicted,Long,5.364195922903937
Level of concentration,Addicted,Long,2.950034825356872
Level of concentration,Addicted,Long,5.546424351917166
Level of concentration,Addicted,Long,4.954131527131467
Level of concentration,Addicted,Long,2.185450872223359
Level of concentration,Addicted,Long,3.2249799333209337
Level of concentration,Addicted,Long,4.806316336778345
Level of concentration,Addicted,Long,3.7142038045111034
Level of concentration,Addicted,Long,3.6589825158583884
Level of concentration,Addicted,Long,6.412226578551268
Level of concentration,Addicted,Long,5.118334317628629
Level of concentration,Addicted,Long,3.412869663248501
Level of concentration,Addicted,Long,3.209404631967799
Level of concentration,Addicted,Long,6.086453578497229
Level of concentration,Addicted,Long,2.665494001086064
Level of concentration,Addicted,Long,4.498672276114617
Level of concentration,Addicted,Long,5.3452344026966125
Level of concentration,Addicted,Long,2.1464914437307145
Level of concentration,Addicted,Long,4.272394443181501
Level of concentration,Addicted,Long,3.7830363431156435
Level of concentration,Addicted,Long,3.983351041944699
Level of concentration,Addicted,Long,5.073208428752109
Level of concentration,Addicted,Long,5.702367831636433
Level of concentration,Addicted,Long,5.094209736066955
Level of concentration,Addicted,Long,8.075563303103003
Level of concentration,Addicted,Long,4.92687559784753
Level of concentration,Addicted,Long,3.5571790290084726
Level of concentration,Addicted,Long,6.603277821728282
Level of concentration,Addicted,Long,3.1358593784455087
Level of concentration,Addicted,Long,4.3753317550746464
Level of concentration,Addicted,Long,4.1920029049093905
Level of concentration,Addicted,Long,4.128969324301923
Level of concentration,Addicted,Long,4.115512649409883
Level of concentration,Addicted,Long,3.7678184544830553
Level of concentration,Addicted,Long,4.2744045767819445
Level of concentration,Addicted,Long,5.474990790265004
Level of concentration,Addicted,Long,3.736479319976849
Level of concentration,Addicted,Long,5.541953838143295
Level of concentration,Addicted,Long,5.361840518545439
Level of concentration,Addicted,Long,6.791839180638415
Level of concentration,Addicted,Long,5.777572075541867
Level of concentration,Addicted,Long,4.676054064623666
Level of concentration,Addicted,Long,3.803958344178418
Level of concentration,Addicted,Long,5.473170045734422
Level of concentration,Addicted,Long,5.124285169831222
Level of concentration,Addicted,Long,3.717396817069017
Level of concentration,Addicted,Long,4.6673929062060795
Level of concentration,Addicted,Long,5.995893748526648
Level of concentration,Addicted,Long,2.5249623673715105
Level of concentration,Addicted,Long,1.2860720935428662
Level of concentration,Addicted,Long,6.767571998936064
Level of concentration,Addicted,Long,4.957844706407101
Level of concentration,Addicted,Long,3.920531318464216
Level of concentration,Addicted,Long,4.29503966048505
Level of concentration,Addicted,Long,4.075184051010484
Level of concentration,Addicted,Long,5.659193647964655
Level of concentration,Addicted,Long,5.4198301271944445
Level of concentration,Addicted,Long,5.990256932567643
Level of concentration,Addicted,Long,4.718639291010873
Level of concentration,Addicted,Long,2.895430242884394
Level of concentration,Addicted,Long,5.7749818352586795
Level of concentration,Addicted,Long,2.1681887171946848
Level of concentration,Addicted,Long,4.138230157893044
Level of concentration,Addicted,Long,5.529247334499231
Level of concentration,Addicted,Long,3.167828293983801
Level of concentration,Addicted,Long,4.343458571125276
Level of concentration,Addicted,Long,5.522584353275623
Level of concentration,Addicted,Long,4.1769966338662226
Level of concentration,Addicted,Long,2.013728984942059
Level of concentration,Addicted,Long,4.9745950618082215
Level of concentration,Addicted,Long,3.6342868975169673
Level of concentration,Addicted,Long,5.213244061778498
Level of concentration,Addicted,Long,2.7800954432687277
Level of concentration,Addicted,Long,2.8575186895473896
Level of concentration,Addicted,Long,4.821328718574786
Level of concentration,Addicted,Long,4.960458576571996
Level of concentration,Addicted,Long,5.289040327647139
Level of concentration,Addicted,Long,4.360249138004609
Level of concentration,Addicted,Long,0.3250253671895882
Level of concentration,Addicted,Long,5.92783112960262
Level of concentration,Addicted,Long,4.817850111113363
Level of concentration,Addicted,Long,2.3866627570070835
Level of concentration,Addicted,Long,3.057188245949438
Level of concentration,Addicted,Long,1.4179589988225811
Level of concentration,Addicted,Long,3.163746724106148
Level of concentration,Addicted,Long,5.01309778967707
Non-addicted,5.091,Short,2.5528239720046244
Non-addicted,5.091,Short,-8.06531863319392
Non-addicted,5.091,Short,-2.1759707127835073
Non-addicted,5.091,Short,0.7280374623928073
Non-addicted,5.091,Short,1.5558593909203013
Non-addicted,5.091,Short,-2.37590926770069
Non-addicted,5.091,Short,-0.9336342923924945
Non-addicted,5.091,Short,1.950748758162153
Non-addicted,5.091,Short,7.83557981433867
Non-addicted,5.091,Short,0.39642755501366156
Non-addicted,5.091,Short,-4.745550037676826
Non-addicted,5.091,Short,7.243784779228886
Non-addicted,5.091,Short,3.642337765726446
Non-addicted,5.091,Short,5.178202090182279
Non-addicted,5.091,Short,3.4201972102517546
Non-addicted,5.091,Short,-0.3398433670712946
Non-addicted,5.091,Short,3.9686881539928685
Non-addicted,5.091,Short,1.3925620503723888
Non-addicted,5.091,Short,1.8961508143420454
Non-addicted,5.091,Short,4.535874669144866
Non-addicted,5.091,Short,-1.4733506947647792
Non-addicted,5.091,Short,-2.4464364535004064
Non-addicted,5.091,Short,5.340686262603044
Non-addicted,5.091,Short,-3.4254725675303943
Non-addicted,5.091,Short,3.98110379436374
Non-addicted,5.091,Short,7.377297975906649
Non-addicted,5.091,Short,4.104820467905036
Non-addicted,5.091,Short,8.636927507212956
Non-addicted,5.091,Short,-2.097767734984693
Non-addicted,5.091,Short,2.631607222029398
Non-addicted,5.091,Short,-10.560665326546019
Non-addicted,5.091,Short,-2.558597377417426
Non-addicted,5.091,Short,5.693786755785195
Non-addicted,5.091,Short,-3.810281845302841
Non-addicted,5.091,Short,-6.456522782305801
Non-addicted,5.091,Short,5.063426054228366
Non-addicted,5.091,Short,-8.887155290594125
Non-addicted,5.091,Short,-5.781005152823492
Non-addicted,5.091,Short,-4.596866283919045
Non-addicted,5.091,Short,3.058046102101451
Non-addicted,5.091,Short,-3.506285726318244
Non-addicted,5.091,Short,2.079706547611959
Non-addicted,5.091,Short,5.3937798561080665
Non-addicted,5.091,Short,3.75839510342533
Non-addicted,5.091,Short,2.0054022431610887
Non-addicted,5.091,Short,3.674762636829902
Non-addicted,5.091,Short,-3.387818003179172
Non-addicted,5.091,Short,3.1678897222280895
Non-addicted,5.091,Short,3.2523081980588024
Non-addicted,5.091,Short,7.568569856268739
Non-addicted,5.091,Short,-6.4364820503082045
Non-addicted,5.091,Short,-3.4315432384831173
Non-addicted,5.091,Short,4.2062370885037605
Non-addicted,5.091,Short,3.1415102651045315
Non-addicted,5.091,Short,4.8762476456997526
Non-addicted,5.091,Short,-1.4580133553212902
Non-addicted,5.091,Short,0.9651620670440988
Non-addicted,5.091,Short,-3.4543333552608946
Non-addicted,5.091,Short,8.376287381509458
Non-addicted,5.091,Short,4.1970421524177075
Non-addicted,5.091,Short,8.834357757916118
Non-addicted,5.091,Short,0.6787922553250124
Non-addicted,5.091,Short,1.0207107935998152
Non-addicted,5.091,Short,2.4935828154475157
Non-addicted,5.091,Short,2.777184471424829
Non-addicted,5.091,Short,7.4747982608517205
Non-addicted,5.091,Short,0.20018836996278289
Non-addicted,5.091,Short,-1.852721377469044
Non-addicted,5.091,Short,-6.553958652237226
Non-addicted,5.091,Short,3.1633344171535493
Non-addicted,5.091,Short,-0.9414498688726274
Non-addicted,5.091,Short,2.0862322722878535
Non-addicted,5.091,Short,7.415247425309012
Non-addicted,5.091,Short,-5.083211930313648
Non-addicted,5.091,Short,5.685628415180238
Non-addicted,5.091,Short,2.529805776718134
Non-addicted,5.091,Short,-6.901838446358928
Non-addicted,5.091,Short,10.881223862360095
Non-addicted,5.091,Short,-0.6079564667073307
Non-addicted,5.091,Short,3.1539648644862615
Non-addicted,5.091,Short,2.5163990381948773
Non-addicted,5.091,Short,-0.8713987641070784
Non-addicted,5.091,Short,-2.491410977466537
Non-addicted,5.091,Short,0.9858039521368364
Non-addicted,5.091,Short,3.5609668907642025
Non-addicted,5.091,Short,-1.4101497013194628
Non-addicted,5.091,Short,0.42323916978665954
Non-addicted,5.091,Short,-6.928571131183109
Non-addicted,5.091,Short,1.240689476773454
Non-addicted,5.091,Short,-8.462373706007241
Non-addicted,5.091,Short,-6.691675040495465
Non-addicted,5.091,Short,-2.701113169770438
Non-addicted,5.091,Short,6.207782069689978
Non-addicted,5.091,Short,2.8413259260256023
Non-addicted,5.091,Short,-2.179572285772804
Non-addicted,5.091,Short,0.38486403217379517
Non-addicted,5.091,Short,12.0395334391616
Non-addicted,5.091,Short,14.59886502254344
Non-addicted,5.091,Short,-6.4577586318788684
Non-addicted,5.091,Short,-2.9923682776762437
Non-addicted,5.091,Medium,2.5773621110600535
Non-addicted,5.091,Medium,6.8402811460094775
Non-addicted,5.091,Medium,8.365942134988662
Non-addicted,5.091,Medium,2.3661039864121154
Non-addicted,5.091,Medium,-2.523472134559083
Non-addicted,5.091,Medium,11.60433543732388
Non-addicted,5.091,Medium,3.6291198957755944
Non-addicted,5.091,Medium,8.014525053153466
Non-addicted,5.091,Medium,6.944432552236741
Non-addicted,5.091,Medium,8.839134512868345
Non-addicted,5.091,Medium,-9.68741321382437
Non-addicted,5.091,Medium,3.39583746593679
Non-addicted,5.091,Medium,-3.338347845340041
Non-addicted,5.091,Medium,5.222728339151525
Non-addicted,5.091,Medium,2.2125287733827044
Non-addicted,5.091,Medium,7.66970710672453
Non-addicted,5.091,Medium,-0.23416966432835484
Non-addicted,5.091,Medium,0.44395450525518676
Non-addicted,5.091,Medium,-5.623951774228653
Non-addicted,5.091,Medium,-0.9036082336130142
Non-addicted,5.091,Medium,10.039645785454162
Non-addicted,5.091,Medium,7.435080881534002
Non-addicted,5.091,Medium,0.9244392502893038
Non-addicted,5.091,Medium,3.5865107515089076
Non-addicted,5.091,Medium,-0.9214762924692323
Non-addicted,5.091,Medium,1.1654531803218338
Non-addicted,5.091,Medium,-1.9524448742482945
Non-addicted,5.091,Medium,-0.3016808931744761
Non-addicted,5.091,Medium,-7.976591686996105
Non-addicted,5.091,Medium,6.7983773806047445
Non-addicted,5.091,Medium,-4.014020242906193
Non-addicted,5.091,Medium,2.9565113312326963
Non-addicted,5.091,Medium,4.251342748215736
Non-addicted,5.091,Medium,-1.0235688044421098
Non-addicted,5.091,Medium,1.4185580870722414
Non-addicted,5.091,Medium,1.0390780292107986
Non-addicted,5.091,Medium,9.67567853977927
Non-addicted,5.091,Medium,6.1977560531536895
Non-addicted,5.091,Medium,1.4444699256385638
Non-addicted,5.091,Medium,8.4648799424329
Non-addicted,5.091,Medium,-8.391629236208496
Non-addicted,5.091,Medium,5.893509053406152
Non-addicted,5.091,Medium,-0.2075550500214729
Non-addicted,5.091,Medium,-6.3032947770596515
Non-addicted,5.091,Medium,-8.529412659114858
Non-addicted,5.091,Medium,-2.1296683030702663
Non-addicted,5.091,Medium,1.5056160292740495
Non-addicted,5.091,Medium,2.018437866502956
Non-addicted,5.091,Medium,-0.5411722254047175
Non-addicted,5.091,Medium,4.344017338000283
Non-addicted,5.091,Medium,4.596778665305032
Non-addicted,5.091,Medium,-10.806864692578268
Non-addicted,5.091,Medium,2.4723999743423746
Non-addicted,5.091,Medium,5.878591979811205
Non-addicted,5.091,Medium,9.881783861664616
Non-addicted,5.091,Medium,5.656085540809553
Non-addicted,5.091,Medium,7.332454684923919
Non-addicted,5.091,Medium,5.124498562831814
Non-addicted,5.091,Medium,1.3478184694433977
Non-addicted,5.091,Medium,2.2086952144250116
Non-addicted,5.091,Medium,-0.7704596816138969
Non-addicted,5.091,Medium,0.3089775238876772
Non-addicted,5.091,Medium,8.857300051729283
Non-addicted,5.091,Medium,-5.563265509178585
Non-addicted,5.091,Medium,-5.013140258331907
Non-addicted,5.091,Medium,-12.424072641630184
Non-addicted,5.091,Medium,9.441831562346309
Non-addicted,5.091,Medium,-2.7153291790249163
Non-addicted,5.091,Medium,-3.99199999535055
Non-addicted,5.091,Medium,5.823422503997952
Non-addicted,5.091,Medium,1.5825426871680248
Non-addicted,5.091,Medium,9.444082994035675
Non-addicted,5.091,Medium,-3.056465720466751
Non-addicted,5.091,Medium,-1.9504138004963303
Non-addicted,5.091,Medium,-3.4837183431351977
Non-addicted,5.091,Medium,-0.49184328125297005
Non-addicted,5.091,Medium,-2.371586053354572
Non-addicted,5.091,Medium,-8.025182486171007
Non-addicted,5.091,Medium,3.38119287234767
Non-addicted,5.091,Medium,-0.6399504875971378
Non-addicted,5.091,Medium,-3.2135607364376013
Non-addicted,5.091,Medium,-6.939568706431592
Non-addicted,5.091,Medium,-7.698725259868748
Non-addicted,5.091,Medium,4.926594920398777
Non-addicted,5.091,Medium,2.0467023850497124
Non-addicted,5.091,Medium,1.4557771773265573
Non-addicted,5.091,Medium,4.335142381399516
Non-addicted,5.091,Medium,-4.215794954503027
Non-addicted,5.091,Medium,5.666671753105673
Non-addicted,5.091,Medium,5.628129321306133
Non-addicted,5.091,Medium,3.816526925267828
Non-addicted,5.091,Medium,-1.974928148669655
Non-addicted,5.091,Medium,-2.750379167792522
Non-addicted,5.091,Medium,3.098998929627671
Non-addicted,5.091,Medium,-3.9699662811852137
Non-addicted,5.091,Medium,10.65421287541916
Non-addicted,5.091,Medium,7.095282489099219
Non-addicted,5.091,Medium,-4.448536087921754
Non-addicted,5.091,Medium,-4.078577407562237
Non-addicted,5.091,Medium,-3.6764399878497636
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Non-addicted,5.091,Long,
Number of distractions,Addicted,Short,5.3307325255104026
Number of distractions,Addicted,Short,2.3291209395533423
Number of distractions,Addicted,Short,5.794388036950967
Number of distractions,Addicted,Short,-0.7374938496460333
Number of distractions,Addicted,Short,1.955953770776291
Number of distractions,Addicted,Short,-0.6526579287703318
Number of distractions,Addicted,Short,3.2911713813881773
Number of distractions,Addicted,Short,4.3714487401155075
Number of distractions,Addicted,Short,1.064707317753548
Number of distractions,Addicted,Short,4.045306246535574
Number of distractions,Addicted,Short,3.52695082154835
Number of distractions,Addicted,Short,3.5707508084468342
Number of distractions,Addicted,Short,3.116191440605571
Number of distractions,Addicted,Short,1.536382925949305
Number of distractions,Addicted,Short,1.6657624090536105
Number of distractions,Addicted,Short,1.1772495904889309
Number of distractions,Addicted,Short,3.1300930180252498
Number of distractions,Addicted,Short,3.2602175680440215
Number of distractions,Addicted,Short,6.982401814746678
Number of distractions,Addicted,Short,3.108151560479143
Number of distractions,Addicted,Short,3.1172619662584617
Number of distractions,Addicted,Short,3.147374660005433
Number of distractions,Addicted,Short,-0.14980039417010582
Number of distractions,Addicted,Short,0.4720826005729444
Number of distractions,Addicted,Short,-1.489628596671646
Number of distractions,Addicted,Short,7.186897695664905
Number of distractions,Addicted,Short,2.889325008966297
Number of distractions,Addicted,Short,-2.647520956531844
Number of distractions,Addicted,Short,2.529105861312036
Number of distractions,Addicted,Short,3.3233366199962884
Number of distractions,Addicted,Short,-3.0521276008535336
Number of distractions,Addicted,Short,0.38949954819485955
Number of distractions,Addicted,Short,0.6033970665875474
Number of distractions,Addicted,Short,7.2191283204491015
Number of distractions,Addicted,Short,3.775059960033256
Number of distractions,Addicted,Short,3.8175992040001177
Number of distractions,Addicted,Short,3.4123793643214873
Number of distractions,Addicted,Short,5.907455397919035
Number of distractions,Addicted,Short,4.48402230003846
Number of distractions,Addicted,Short,6.22139796053334
Number of distractions,Addicted,Short,6.084688905361752
Number of distractions,Addicted,Short,2.068641100078126
Number of distractions,Addicted,Short,2.8190420624802437
Number of distractions,Addicted,Short,2.049997770636982
Number of distractions,Addicted,Short,5.377941274298355
Number of distractions,Addicted,Short,2.9659087327567026
Number of distractions,Addicted,Short,2.105945676300768
Number of distractions,Addicted,Short,2.732899233675731
Number of distractions,Addicted,Short,2.4513113391323444
Number of distractions,Addicted,Short,-3.0986816315681303
Number of distractions,Addicted,Short,-0.8590058263282754
Number of distractions,Addicted,Short,-1.5879082462121121
Number of distractions,Addicted,Short,3.2355338390456603
Number of distractions,Addicted,Short,3.465237927381779
Number of distractions,Addicted,Short,3.573924850974959
Number of distractions,Addicted,Short,4.4589721955368535
Number of distractions,Addicted,Short,-2.4966844837849775
Number of distractions,Addicted,Short,1.441332431382211
Number of distractions,Addicted,Short,1.6842434894500462
Number of distractions,Addicted,Short,2.2916891490321074
Number of distractions,Addicted,Short,2.213733693175383
Number of distractions,Addicted,Short,2.3363074924543583
Number of distractions,Addicted,Short,2.37432591994635
Number of distractions,Addicted,Short,2.9863605518340495
Number of distractions,Addicted,Short,-0.9052511083895194
Number of distractions,Addicted,Short,2.7632873860204556
Number of distractions,Addicted,Short,1.6048089214883605
Number of distractions,Addicted,Short,-1.6657653277593463
Number of distractions,Addicted,Short,3.0190090691059166
Number of distractions,Addicted,Short,5.270163211620443
Number of distractions,Addicted,Short,1.9779670089824901
Number of distractions,Addicted,Short,3.4423038407526514
Number of distractions,Addicted,Short,1.4426117208158313
Number of distractions,Addicted,Short,2.3915299462974136
